Textos_espanol,sdg
"1. Los Derechos Acceso Justicia bajo Derecho Internacional Consuetudinario 2. El Derecho Individual Acceso Justicia Tiempos Crisis: Emergencias, Conflicto Armado Terrorismo 3. Acceso Justicia Reparacion Violaciones Derecho Guerra 4. Acceso Justicia Organismos Internacionales Derechos Humanos: Reflexiones Practica Comite Derechos Humanos ONU Tribunal Europeo Derechos Humanos 5. Acceso Justicia Ambiental 6. Acceso Justicia Derecho Comparado Europeo 7. Acceso Justicia Victimas Tortura",7
"Las cuestiones inmunidad estatal diplomatica casos estan involucradas personas empleadas Estados extranjeros embajadas consulados contratadas directamente diplomaticos siguen siendo controvertidas. El enfoque articulo desarrollos recientes ley europea, particular bajo Convencion Europea Derechos Humanos, Reglamento Bruselas I Carta Union Europea, cuyo efecto sido mejorar derechos empleados Estados extranjeros. . Tambien analiza Convencion Naciones Unidas Inmunidades Jurisdiccionales Estados Bienes practica interna actual Estados fin identificar estandar derecho internacional actual inmunidad Estados empleo embajadas consulados. Sin embargo, empleados diplomaticos siguen inadecuadamente protegidos articulo considera posibles estrategias mejorar posicion.",7
"La influencia declaracion derechos generalmente mide medida brinda recursos legales. Este articulo argumenta influencia Carta Derechos Humanos Responsabilidades Victoria elaboracion politicas publicas Victoria puede evaluar manera mas integral mediante aplicacion lente sociojuridica. Un analisis socio-legal, centrado aplicacion Carta nivel implementacion politicas, atribuye papel igualmente influyente diseno dialogico Carta papel facilitador defensa comunitaria. El articulo discutira elementos funcionales diseno Carta ayudan comprender potencial Carta promover cambio social, ilustran varios casos incidencia comunitaria.",7
"Este articulo explora afirmacion controvertida Fiscal General Commonwealth legislacion antiterrorista justifica referencia obligaciones gobiernos garantizar seguridad humana ciudadanos, que, vez, sugiere deriva articulo 3 Declaracion Universal. Derechos Humanos (UDHR).I Como sugiere titulo, articulo centra analiza opiniones Fiscal General (el australiano) dos canadienses influyentes campo seguridad humana, afirmaciones particulares Fiscal General respecto seguridad humana derechos humanos articulado promovido citando escritos dos canadienses, Irwin Cotler Louise Arbour.",7
"El derecho convertido ideal mundial. Cuenta apoyo personas, gobiernos organizaciones mundo. Se cree ampliamente piedra angular sistemas politicos legales nacionales. Tambien considera cada vez mas principio fundamental relaciones internacionales derecho internacional. En documento final Cumbre Mundial 2005, jefes gobierno mundo acordaron reconocer “la necesidad adhesion universal implementacion derecho nivel nacional internacional”. Un ano despues , Asamblea General Naciones Unidas adopto resolucion “el derecho nivel nacional internacional”. Pocos ideales, si alguno, logrado aceptacion aplicacion tan amplias.",16
"Interactuan si clientes traves red electrica, asi entorno natural, economico social mas amplio. Esto significa produccion electricidad genera costos mas alla perimetro planta individual. Dichos efectos externos efectos sistema pueden tomar forma intermitencia, congestion red mayor inestabilidad, tambien pueden afectar calidad medio natural generar riesgos terminos seguridad suministro.",16
"En White World Order, Black Power Politics: The Birth of American International Relations, Robert Vitalis presenta historia disciplinaria critica campo relaciones internacionales disciplina ciencia politica general. Vitalis argumenta interconexiones imperialismo racismo ""constitutivas"" estudios relaciones internacionales EE. UU. principios siglo XX, perspectivas generacion academicos afroamericanos incluia W. E. B. Dubois, Alain Locke , Ralph Bunche igualmente constitutivos erudicion, virtud forma disciplina emergente busco marginar academicos. Al desarrollar argumento, Vitalis plantea interrogantes construccion conocimiento fundamentos raciales desarrollo politico estadounidense. Estos temas encuentran corazon ciencia politica EE. UU., invitado variedad politologos comentar libro implicaciones disciplina.",7
"El estatus caracter erudicion constitucional depende naturaleza ley constitucional. En Estados Unidos, contenido ley constitucional normalmente negocia dentro dialogo Corte Suprema pueblo estadounidense. En consecuencia, erudicion constitucional busca mediar dialogo aclarando implicaciones sistematicas jurisprudenciales posibles desarrollos constitucionales. En Europa, derecho constitucional mas independiente dialogo politico, erudicion constitucional relativamente mas autonoma. Mientras academicos constitucionales europeos imaginan proyecto desarrollo estructura normas constitucionales apolitica internamente coherente, academicos constitucionales estadounidenses tienden desarrollar teoria contexto implicaciones practicas adjudicacion caso caso.",16
"Varios analistas identificado Tratado Zona Libre Armas Nucleares Pacifico Sur (SPNFZ) 1986 principales logros Australia area diplomacia control armas. Este articulo desafia vision ortodoxa literatura secundaria busqueda Tratado SPNFZ parte Australia motivada exclusivamente deseo proteger dimension nuclear relacion alianza Estados Unidos propuestas mas “radicales” region. Basandose documentos ineditos Departamento Relaciones Exteriores Comercio puso disposicion autor virtud Ley Libertad Informacion Commonwealth, articulo argumenta busqueda gobierno Hawke zona libre armas nucleares Pacifico Sur motivada principalmente percibio oportunidad promover imagen Australia potencia media activista comprometida reforzar coherencia regimen global proliferacion.",16
"Las opiniones judiciales ""minimalistas"" caracterizado cada vez mas produccion Corte Suprema, ​​se desarrollado cuerpo academico defiende minimalismo judicial medio saludable restringir tribunales mejorar relacion poderes politicos. Centrandome anos iniciales Corte Roberts, cuestiono valor democratico minimalismo judicial. En practica, minimalismo judicial muchas veces representa mayor deferencia hacia poderes politicos, casos socava transparencia exigen valores democraticos.",16
"Los tecnicos turbinas eolicas identifican, inspeccionan, mantienen reparan turbinas eolicas garantizar exista control calidad adecuado. Su objetivo mantener costos mantenimiento bajos calidad alta”. El 50 ciento tecnicos solares ingresos medios reportaron ingresos anuales oscilan $31 150 $47 620. Segun Oficina Estadisticas Laborales EE. UU., 10 ciento peor pagado tecnicos solares ganaban $12,62 menos hora $26 250 menos ano, mientras 10 ciento mejor pagado ganaba $27,88 mas hora reportaba ingresos anuales $57 980 mas. (",16
"Este articulo contribuye literatura empirica economia politica politica tributaria mediante uso conjunto datos panel cambios tasas legales nuevas adopciones impuestos parte gobiernos estatales periodo posguerra. Un hallazgo principal poca evidencia respalde modelos recientes ciclos politica enfatizan uso instrumentos politica fiscal corto plazo (como reduccion impuestos) medida acerca eleccion mejorar perspectivas reeleccion. Sin embargo, momento aumentos impuestos claramente relacionado ciclos electorales, mayor parte aumentos tasas nuevas adopciones ocurren primer ano mandato gobernador. Tambien examina consecuencia politica acciones politica tributaria estatal. Se presenta evidencia muestra votantes tienden culpar gobernadores mas legislatura aumentos tasas impuestos base amplia, especialmente aumentos promulgados ano electoral.",16
"Redirigir innovacion tecnologias sucias tecnologias limpias reduce costo politicas ambientales puede conducir mayor crecimiento economico corto plazo, si beneficios mayores efectos indirectos superan costos. No obstante, esfuerzo financiero debe mantenerse acelerarse, si mantiene objetivo produccion electricidad emisiones GEI casi nulas. El compromiso asumido 22 paises (y UE) bajo Mision Innovacion, duplicar financiacion publica I+D+D energia baja carbono es, tanto, crucial posible deba fortalecerse aun mas futuro.",7
"Las empresas privadas pueden fomentar fabricacion electrodomesticos eficientes junto instrucciones servicio postventa necesarios garantizar aplicacion adecuada operacion largo plazo. Esto necesario aumentar economias escala, reducira precios reducira inversiones tecnologias ineficientes costos iniciales mas bajos, costos largo plazo mas altos mayores impactos ambientales. En caso, normalmente encuentra costo adicional asociado equipo uso final altamente eficiente rentable considera aplicacion electricidad completa.",7
"En septiembre 2014, Estados miembros Liga Estados Arabes aprobaron Estatuto Corte Arabe Derechos Humanos, finalizando proceso 20 anos establecer mecanismo proteccion derechos humanos asemeja mecanismos operan regiones. Este articulo examina extinta Carta Arabe Derechos Humanos 1994, Carta Derechos Humanos revisada 2004, asi mandato actividades Comite Arabe Derechos Humanos. Luego explica redaccion Estatuto Corte, analiza caracteristicas mas destacadas Estatuto, concluyo independientemente Carta 2004, hace comparaciones pertinentes mecanismos regionales europeos, interamericanos africanos.",16
"El articulo argumenta impacto esfuerzos aplicacion ley corrupcion merece mas atencion academica. Basandose estudio metodos mixtos Malawi sur Africa, operacion policial gran escala investigando procesando involucrados escandalo corrupcion 2013 conocido 'Cashgate', articulo explora potencial disuadir corrupcion. perspectiva funcionarios gubernamentales servicio civil Malawi. Malawi ofrece entorno desafiante disuasion debido capacidad estatal limitada, agencias policiales debiles corrupcion generalizada. No obstante, hallazgos investigacion muestran funcionarios gobierno Malawi perciben enjuiciamientos condenas disuaden corrupcion, respecto respuesta fuerzas orden publico Cashgate especificamente esfuerzos aplicacion ley general. Los hallazgos Malawi sugieren aplicacion ley justicia penal potencial hacer contribucion importante estrategias anticorrupcion Africa Sur Global general.",16
"Uno cargos mas basicos hacen modelo consociacional que, aunque puede proporcionar gestion conflictos, logra objetivo largo plazo resolucion conflictos. Este articulo busca responder acusacion ver modelo consociacional traves lente democratica deliberativa. En particular, argumento democracia deliberativa proporciona estandares normativos pueden informar diseno instituciones consociacionales manera animen lideres politicos centrarse intereses sociedad, lugar simplemente intereses propio grupo etnico. En medida instituciones consociacionales, concebidas deliberadamente, pueden tener efecto, principio razon puedan proporcionar tambien resolucion conflictos.",7
"En practica, factor capacidad promedio energia hidroelectrica India sido menudo mas bajo, factor carga nacional promedio 43 % 2007 debido factores incluyen deficiencias diseno antiguas centrales hidroelectricas existentes fuerte dependencia lluvias monzonicas. Casi 90% potencial hidroelectrico restante total 98 GW encuentra region montanosa Himalaya (Figura 1.12). La definicion regiones dentro India corresponde utilizada analisis modelo geografico (ver Anexo B).",7
"Las sanciones economicas menudo considerado herramienta importante disciplinar adversarios obligarlos ofrecer importantes concesiones. La historia, embargo, sugiere contrario. Las sanciones economicas rara vez hacen abandonen activos nacionales importantes. Despues decadas luchar bajo medidas financieras punitivas, Iran persistido politicas objetables van terrorismo proliferacion armas destruccion masiva. Todo sugiere regimenes ideologicos valoran prioridades politicas aparentemente insensibles crecientes costos beligerancia pueden ser candidatos adecuados tipo analisis costo-beneficio invita diplomacia sanciones.",6
"Este capitulo aborda cuestion podria evolucionar tratado centrado empresas derechos humanos, traves promocion continua practica estatal. Tambien examina mas probable surja serie tratados mas limitados, enfocados formas especificas Estados pueden regular corporaciones medio prevenir danos. Como punto comparacion, articulo examina movimiento anticorrupcion, comenzo ley estadounidense prohibia soborno extranjero condujo Convencion Naciones Unidas Corrupcion (UNCAC) 2005.",7
"Este capitulo analiza intentos gobierno indio extender politicas nacionales dentro disputada region Cachemira, fuerzas seguridad indias pueden imponer “medidas especiales” mutilar matar impunidad. Argumenta derechos otorgados indios cachemires virtud Ley Poderes Especiales Fuerzas Armadas (AFSPA), ley draconiana aplicada J&K. Usando “Derecho Privacidad” ejemplo, capitulo demuestra tales enmiendas constitucionales ordenes presidenciales aprobadas gobierno indio 1948 sido modo anexion “legalizada” constantemente desplegada criminalizar demanda soberania socavar autonomia regional libertades personales cachemires.",16
"Este capitulo intentara demostrar existe tendencia hacia convergencia enfoque adoptado Tribunal Europeo Derechos Humanos materia jurisdiccion responsabilidad derecho internacional general. El analisis mostrara decisiones Jaloud Chiragov, Corte avanza hacia integracion judicial diferencia razonada responsabilidad derechos humanos derecho internacional general. Aunque futuras sentencias TEDH debera ofrecer razonamiento juridico aun mas consistente mantener tendencia, evidente TEDH regimen autonomo sino contribuye mayor integracion judicial.",6
"Como principio organizativo dentro sistemas gobernanza multinivel, subsidiariedad estipula decisiones deben tomarse nivel mas bajo cualquiera dos niveles organizacion politico-legal, menos razones convincentes aconsejen trasladar toma decisiones nivel superior. En ambito judicial, principio encontrado expresion, procesalmente, regla agotamiento recursos internos y, sustantivamente, margen apreciacion doctrinas similares concesion deferencia. Estas manifestaciones judiciales principio subsidiariedad deberian aparecer especial probabilidad contexto tribunales ejercen jurisdiccion denuncias individuales derechos humanos. Este articulo investiga punto tres tribunales subregionales Africa despues creacion comenzaron incursionar ambito derechos humanos: Tribunal Justicia Comunitario CEDEAO, Tribunal Justicia Africa Oriental Tribunal Sur. Comunidad Africana Desarrollo: reconocido subsidiariedad principio rector...",7
"Entre 2007 2013, deduccion fiscal 55 % ofrecida Programa Reembolso Fiscal Eficiencia Energetica aumento inversion nuevos electrodomesticos equipos 23 000 millones EUR 1,8 millones solicitudes. El coste plan 13 000 millones EUR. ( Org/W/ bookshop/463-Energy_Efficiency_Market_Report_2014 South Africa. El impuesto renta modifico 2013 incluir regulacion 12L, establece incentivos fiscales cualquier proyecto eficiencia energetica reduzca consumo energia alguna manera, exigible 2020.",7
"El apoyo energias renovables podria fomentar innovacion difusion tecnologias reduccion emisiones, mas alla incentivos proporcionados EU ETS. Sin embargo, analisis OCDE muestra existe precio carbono, aplicacion herramientas politica, incluidos subsidios objetivos energias renovables biocombustibles, puede conducir superposicion socavar rentabilidad (OCDE, 2009c). A pesar simplificacion procedimientos administrativos permisos, todavia consideran principal obstaculo desarrollo sector energias renovables (IEA, 2009a).",7
"Algunos tambien apuntan combinacion granjas, pueblos grandes pueblos pequenos, cuales requieren diferentes tecnologias. De hecho, politicas electrificacion rural configuran acuerdo distintas necesidades energeticas, recursos grupos destinatarios. Evidentemente, electrificar suburbio importante ciudad india plantea problemas diferentes aldea remota China. Las regiones remotas rurales carecen suministro electrico menudo caracterizan desafios bien identificados. Pueden distancia razonable redes electricas nacionales regionales (pueblos remotos Amazonia), pueden ser dificil acceso (lejos centros urbanos terreno dificil, grandes rios selvas), pueden sufrir condiciones climaticas adversas convertir electrificacion traves extension red tarea peligrosa. Las comunidades rurales tambien suelen dispersas baja densidad poblacion caracterizan bajo nivel educacion, baja densidad carga generalmente concentrada horas pico noche bajos ingresos.",16
"En sentencia 13 febrero 2019 caso Tomanovic et.al. v. the European Union et.al., Tribunal Superior Justicia ingles desestimo varias demandas basadas violaciones derechos humanos parte EULEX Kosovo. Aunque desestimacion Tribunal Superior baso ultima instancia falta incorporacion disposiciones Tratado Politica Exterior Seguridad Comun derecho interno, sentencia contiene extensos obiter dicta analizan cuestiones clave derecho Union. En Perspectiva, resumo, contextualizo reflexiono criticamente razonamiento Tribunal Superior. En particular, centro alcance competencia Tribunal Justicia PESC aplicacion principio Foto-Frost misma.",16
"La decision Corte Suprema apelaciones conjuntas Mayor and Burgesses of the London Borough of Hounslow v Powell, Leeds City Council v Hall Birmingham City Council v Frisby representa culminacion serie juicios demuestran aceptacion evoluciona lentamente, Camara Lores ahora Tribunal Supremo, posicion Tribunal Europeo Derechos Humanos solicitudes presentadas autoridades publicas recuperar posesion propiedades inquilinos ocupan conformidad diversos regimenes legales. El Tribunal Europeo Derechos Humanos sostenido proteccion vida privada familiar articulo 8 Convenio Europeo Derechos Humanos (CEDH) exige acusados ​​en solicitudes posesion oportunidad argumentar orden posesion seria desproporcionada. Ademas, cualquier impugnacion proporcionalidad tipo, tribunal correspondiente debe considerar cuestiones hecho planteadas relacion circunstancias personales acusados.",7
"Los ultimos anos sido testigos numerosos proyectos impulsados ​​por expertos establecer ley. Los ejemplos incluyen Estudio derecho internacional humanitario consuetudinario Comite Internacional Cruz Roja, Orientacion interpretativa nocion participacion directa hostilidades, Manuales internacionales temas tales derecho relativo conflictos armados mar, Derecho internacional relativo Guerra Aerea Misiles Guerra Cibernetica. Teniendo cuenta textos CICR produjeron describieron manuales, textos enumerados reflejan interpretacion experta leyes fragmentadas, oscuras aun articuladas. El Capitulo 3 toma cada textos enumerados uno, analiza legal reclaman parecen tener, senala importancia cada uno, dadas complejidades lagunas derecho convencional conflictos armados actualmente reflexiona si generacion tales Manuales desarrollo deseable.",6
"Este articulo cuestiona si derechos humanos forman parte utopia desafios distopias sociedad contemporanea desapareciendo paulatinamente. Encuentra trayectoria historica derechos humanos incluye periodos emergencia latencia. Un panorama situacion actual revela avances significativos relacion normas, seguimiento, denuncia sensibilizacion derechos humanos, pesar contradicciones, particular, normas aplicacion Estados nacionales soberanos. La literatura sugiere progreso menos resultado sanciones toma conciencia legitimidad moral derechos humanos. Por tanto, escolarizacion educacion general significado especial. En cuanto escuelas, necesitan cambios profundos: mejor conocimiento estudiantes establecimiento ambiente basado ejemplo real practica respeto derechos humanos. Los planes estudio deben adoptar interdisciplinariedad metodologias activas alentar estudiantes asumir papel protagonico. Palabras claveDerechos humanos, Educacion derechos humanos, Curriculo, Modernidad",7
"En marco, Grupo Directivo Agua Conferencia Interministerial Medio Ambiente (CCIM) (presidido Agencia Flamenca Medio Ambiente) organo consultivo encargado necesaria coordinacion implementacion politica internacional agua diferentes paises belgas. autoridades cargo. Tambien asesora planificacion estrategica politica hidrica largo plazo, realiza propuestas mecanismos institucionales, incentivos garantias implementacion politicas hidricas areas rurales urbanas, adopta acuerdos necesarios implementacion estrategia nacional integrada agua. Busca coordinar acciones ministerios Proteccion Ambiental, Salud, Finanzas, Relaciones Exteriores Infraestructura, solian ser colectivamente responsables proceso toma decisiones asuntos relacionados agua alcantarillado.",7
"RESUMEN Impulsados ​​por fracaso intervenciones consolidacion paz arriba hacia abajo dirigidas internacionalmente, donantes internacionales postulado cada vez mas actores sociedad civil pueden desempenar papel crucial consolidacion paz resolucion conflictos. Esto llevado aumento notable apoyo sociedad civil integrar perspectivas locales intervenciones consolidacion paz ultimas decadas. Usando caso Chipre, articulo desafia premisa argumenta apoyo continua creando discursos homogeneizados representativos diversidad nociones locales paz. Mas bien, mayoria tipos apoyo internacional hacen actores sociedad civil adapten agendas prioridades externas excluyan voces alternativas, menos profesionalizadas criticas. Los actores paz locales resisten gubernamentalidad liberal acceso apoyo monetario necesario sostener trabajo paz, proteccion internacional causa. Al mismo tiempo, actores wo...",16
"El auge disciplina derecho gentes viene acompanado “moralizacion” nocion cosmopolitismo. Las obras Hugo Grotius, Samuel Pufendorf Emer Vattel, catalogadas Kant tristes consoladores derecho internacional, muestran positivismo progresista base define relaciones pueblos. Esta corriente pensamiento contribuyo significativamente perdicion perspectiva relaciones internacionales preocupada principalmente derechos inviolables individuo entendido ciudadano mundo. El aporte Christian Wolff disciplina contempla capitulo posicionamiento ambiguo cosmopolitismo juridico postura realista intenciones colonizadoras.",6
"Este articulo explora aspectos traduccion, multilinguismo politica linguistica campo sociedad civil transnacional. Centrandose politicas traduccion Amnistia Internacional, organizacion gubernamental internacional desempena papel clave gobernanza global, articulo busca contribuir sociolinguistica sensible globalizacion. Argumenta combinacion enfoque sociolinguistico, mas precisamente etnografia linguistica, estudios traduccion conduce mayor comprension practicas linguisticas estudio. Ademas, articulo pide mas investigacion interdisciplinaria, afirmando espacio sociolinguistica estudios traduccion contribuyan investigacion relaciones internacionales estudios desarrollo resaltar papel multilinguismo desafiar posicion tradicionalmente poderosa ingles sociedad civil transnacional.",7
"Sin embargo, experiencia descentralizacion sector agricola resultado ganancias usuarios agua, ahora mas control autoridad local administrar agua. La sobreexplotacion historica agua agricola sido factor unir usuarios agua comunidades riego disenar estrategias permitan continuar produccion. Por ejemplo, objetivo estrategico Agenda relacionado “acceso universal servicios agua” hace distincion regiones urbanas rurales respecta tratamiento aguas residuales localidades medianas rurales, construccion pozos captacion agua lluvia.",16
"Israel transfiere anualmente 700 900 millones metros cubicos agua llanura costera cuenca rio Jordan cuenca acuifero occidental. La desalinizacion Franja Gaza todavia limitada, espera aumente significativamente proximos anos. En 2011, Union Europea anuncio apoyo construccion planta desalinizadora bajo volumen corto plazo abastecer 75.000 personas gobernaciones Khan Yunis Rafah”.",6
"Los roles potenciales empresas apoyar paz situaciones conflicto proporcionado nueva area investigacion, veces denominada espiritu empresarial paz, paz traves comercio, negocios paz pacificacion corporativa. En ensayo, termino “negocio” abarca microempresas, pequenas medianas empresas responsabilidad social empresas transnacionales: aplicando teoria contacto corporaciones mediacion (ETN). Como actor economico clave impacta economias nacionales, empleo, inversion, recursos naturales medios comunicacion, empresas pueden fortalecer consolidacion paz estructural cultural prevencion conflictos reconstruccion posconflicto. Tambien existe potencial empresas apoyen establecimiento paz condiciones violencia directa. Las empresas pueden hacer iniciando apoyando intervenciones mediacion proporcionando recursos apoyo administrativo logistico tales intervenciones. Palabras clave: emprendimiento paz, negocios, corporaciones transnacionales, mediacion, construccion paz, pacificacion, resolucion conflictos, emprendimiento social, derechos humanos, teoria contacto, contacto extendido",16
"En particular, obligacion publicar diciembre 2009 planes hidrologicos cuenca sido fuerte impulsor gestion agua Estados miembros UE. Los vecinos Este tambien estan interesados ​​en aplicacion disposiciones DMA. Bielorrusia planes uso complejo proteccion aguas, interesada ver comparan planes gestion cuencas fluviales UE. Debido falta recursos capacidad vecinos este, preparacion Planes Gestion Cuencas Hidrograficas sido apoyada principalmente donantes externos, implementacion planes desarrollados casos avanza lentamente.",16
"Por ejemplo, area energia biomasa existen interacciones significativas sectores energia, agricultura silvicultura: menor dependencia combustibles biomasa convencionales puede reducir presion recursos forestales, mayor dependencia biocombustibles liquidos puede aumentar presion recursos agricolas implicaciones uso agricola tierra, medios vida rurales seguridad alimentaria. Los esfuerzos desarrollo paises mas pobres fracasaran, incluso si cuentan apoyo financiacion sustancialmente mayor, si presta mayor mas cuidadosa atencion desarrollo capacidad sostenible” (OCDE, 2006). El desarrollo capacidades proceso mediante personas, organizaciones sociedad conjunto desencadenan, fortalecen, crean, adaptan mantienen capacidad largo tiempo (OCDE, 2006).",7
"El proposito articulo explorar participacion publica perspectiva dos desarrollos paralelos gobernanza urbana inglesa 1997: saber, intentos modernizar gobierno local enfoques basados ​​en areas empleados abordar exclusion social. El documento situara desarrollos dentro sistema gobernanza multinivel destacara importancia eje localidad-barrio. El documento busca explicar cambios actuales basandose teorias gobernanza. El enfasis mecanismos reunen intereses locales relevantes asegurar coherencia estabilidad asuntos gobierno local, combinado enfoque especifico papel ciudadanos comunidades socios clave arreglos, resuena fuertemente preocupaciones clave teoria regimen. Las fortalezas limitaciones teoria regimen discuten particular referencia cuestiones especificidad contextual. Luego introduce Gobernanza Comunitaria medio comprender mejor institucion...",16
"Poblacion -10 635 (45 hab/km'). El area recarga Croacia Eslovenia, area descarga Eslovenia. Posible drenaje sistemas aguas superficiales, aguas subterraneas cubren total agua utilizada parte eslovena, direccion flujo aguas subterraneas Croacia Eslovenia. La cantidad agua manantial fluctua significativamente debido geomorfologia karstica, escasez agua verano, posible problema respecto minimo hidrologico corriente superficial sequia.",16
"La guerra terrorismo, inseparables, causan muerte discapacidad, profundos danos psicologicos, destruccion medio ambiente, perturbacion infraestructura sanitaria, crisis refugiados aumento violencia interpersonal, autodirigida colectiva. Los sistemas armas armas destruccion masiva minas terrestres propios efectos devastadores especificos. La preparacion guerra terrorismo imponen restricciones libertades civiles derechos humanos, aumentan militarismo desvian recursos atencion medica servicios necesarios. La mejor manera prevenir guerra terrorismo abordar causas, incluyen recursos limitados, injusticia, pobreza enemistad etnica religiosa, fortalecer Naciones Unidas tratados controlan sistemas armas especificos, particular armas destruccion masiva. En particular, Estados Unidos debe cesar injerencia asuntos internos naciones defensa guerra preventiva unilateral.",16
"Los primeros esfuerzos enfrentar terrorismo transnacional traves leyes nacionales extradicion crearon riesgo impunidad delincuentes atroces, eventualmente estimulo mayor cooperacion criminal transnacional provoco intento parte comunidad internacional estandarizar reglas area. Este articulo considera comunidad internacional buscado cooperacion criminal transnacional terrorismo traves variedad medios legales: numerosos tratados 'sectoriales', esfuerzos redactar tratado internacional integral, convenciones regionales, medidas Consejo Seguridad ONU, responsabilidades crimenes guerra debate crimen emergente derecho consuetudinario internacional. Sin embargo, definicion represion terrorismo implica juicios sociales politicos dificiles derecho usar violencia, fines. Dependiendo alcance definicion internacional terrorismo cualquier excepcion misma, criminalizacion terrorismo corre riesgo empoderar estado, incluidos autocraticos, expensas reclamos politicos (legitimos) violencia.",7
"Esta informacion sera util brindar asesoramiento tecnico basado analisis realistas”. Solicitar organizaciones internacionales regionales, agencias instituciones especializadas, asi socios desarrollo, apoyen, manera coordinada, implementacion presente Declaracion. I, Resoluciones aprobadas Conferencia (publicacion Naciones Unidas. E.93.I.8 correccion), resolucion 1, anexo I. b Ibid., I, resolucion 2, anexo. El presente plan accion rige resolucion 67/215 Asamblea General promocion fuentes energia nuevas renovables, Asamblea declaro periodo 2014-2024 Decenio Naciones Unidas Energia Sostenible Todos, principios contenidos Declaracion Ministerial Declaracion.",16
"La Corte Suprema sostuvo Estados Unidos v. Jones seguimiento prolongado GPS infringe interes Cuarta Enmienda, dejo dia si significa requiere orden judicial toda actividad vigilancia tipo. Sobre base precedente Corte Suprema aborda directamente problema ""discrecion normas restricciones"", proponemos tribunales prueben constitucionalidad accion policial tipo examinando idoneidad garantias procesales cumplimiento real parte policia. En consecuencia, variedad escenarios involucren nuevas tecnologias, necesitaria crear garantias razonables discrecionalidad estandares luego cumplir garantias accion estatal considere constitucional.",7
"¿Los gobiernos responden terrorismo tortura? Aunque gobiernos enfrentan incentivos aumentar tortura respuesta ataques terroristas, investigaciones anteriores encuentran relacion terror tortura estatal. Argumentamos sorprendente incentivos violar derechos humanos difieren agencias gubernamentales nacionales. Usando nuevos datos desglosan tortura estatal parte agencia gubernamental responsable abuso, investigamos efecto terrorismo transnacional domestico tortura perpetrada oficiales militares. Encontramos agentes militares, especialmente aquellos democracias, participan torturas sustancialmente mas generalizadas enfrentan terrorismo comportamiento particularmente probable respuesta ataques transnacionales.",7
"¿Como afectan politicas instituciones gubernamentales desempeno mercado valores? A medida mercados bursatiles hacen mas amplios profundos paises africanos, pregunta vuelve mas critica. Las dinamicas calidad gobierno control corrupcion, eficacia gobierno, estabilidad politica violencia, voz rendicion cuentas, calidad regulacion derecho instrumentan niveles ingresos, dominaciones religiosas, grados libertad prensa origenes legales tener cuenta. dinamica desempeno bursatil capitalizacion, valor negociado, rotacion numero empresas listadas. Los resultados demuestran asociacion positiva significativa medidas desempeno mercado valores calidad instituciones gubernamentales. Estos hallazgos sugieren paises instituciones gubernamentales mejor desarrolladas favorecerian mercados bursatiles mayor capitalizacion mercado, mejores indices rotacion, mayor valor acciones negociadas mayor numero empresas cotizadas.",16
"Este articulo explora metodologia judicial sistema legal mixto Quebec examina, particular, naturaleza sistema legal sistema legal mixto influye metodologia judicial jueces, especialmente respecto uso facto precedente. Las caracteristicas mezcla, incluido marco institucional tribunales Quebec tribunales jurisdiccion inherente, naturaleza sistema justicia civil derecho procesal Quebec, asi funcion judicial efecto autoridad precedente suprema (en Tribunal Supremo). Tribunal Canada) examinan vez factores influyentes.",16
"A luz cambio reciente dialogo hacia estandares derecho estricto ambito empresas derechos humanos, articulo proporciona examen profundidad viabilidad tratado empresas derechos humanos. Busca avanzar modelo teorico valido tratado aborde directamente actores estatales, explore asignacion responsabilidad multiples titulares deberes contemple alcance, contenido cumplimiento obligaciones potenciales. Al complementar analisis analogias extraidas regimenes tratados existentes, articulo pretende contribuir positivamente desarrollo normativo derecho internacional materia.",16
"Este articulo evalua campana anticorrupcion instituida Nigeria luego transicion posautoritaria pais, enfoque especifico corrupcion politica. La campana anticorrupcion lleva cabo contexto ley factor tan critico politica. Este articulo examina si poder judicial, vista deficit rendicion cuentas, puede ofrecer legitimidad campana. ¿Como impactado credenciales cuestionables participacion campana desinfectar vida publica? ¿Cual sido impacto funcion judicial derecho? Estas preguntas importantes articulo busca responder. La indagacion articulo demuestra institucion guardiana derecho enfrenta ardua tarea desempeno rol contexto posautoritario.",7
"Esta pieza examina criticamente politicas migratorias Grecia Turquia enfasis experiencia griega. Examina cuatro areas tematicas dan forma debates migracion: cambio social, ciudadania, derechos soberania. Luego recurre jurisprudencia Tribunal Europeo Derechos Humanos evaluar principales desafios asociados derechos migrantes: juicio libre, privacion libertad condiciones procedimientos detencion extradicion. Centrandose caso inmigrantes musulmanes Grecia, traza patrones solidaridad exclusion. Al explorar impacto crisis griega inmigracion, destaca securitizacion discurso publico inmigrantes surgimiento facciones politicas xenofobas. El articulo concluye sugiriendo existen areas exploradas Grecia Turquia podrian cooperar respecta inmigracion garantia derechos inmigrantes.",16
